(0, 0)
(2, 1)
(4, 2)
(6, 0)
(8, 1)
(10, 3)
(12, 0)
(14, 1)
(16, 0)
(18, 1)
(20, 0)
(30, 3)
(32, 1)
(34, 2)
(36, 3)
(38, 2)
(40, 0)
(42, 3)
(43, 2)
(45, 0)
(60, 2)
(62, 0)
(64, 2)
(66, 1)
(68, 3)
(70, 2)
(72, 1)
(73, 3)
(75, 2)
(76, 3)
(90, 1)
(96, 0)
(98, 1)
(100, 2)
(102, 0)
(104, 3)
(106, 1)
(108, 2)
(110, 0)
(112, 3)
(114, 2)
(116, 0)
(118, 3)
(120, 2)
(122, 0)
(124, 3)
(126, 2)
average waiting time 8.56 
